id,True,Predicted,Confidence,TrueLabelProb,LowConfidence,SetPrediction,PossibleMislabel
503,3,3,0.9999816896750614,0.9999816896750614,False,False,False
508,1,1,0.9566701725898406,0.9566701725898406,False,False,False
509,4,2,0.9647375538838039,0.027349391061920657,False,False,True
513,6,6,0.9567758141780995,0.9567758141780995,False,False,False
517,2,2,0.9436433368953364,0.9436433368953364,False,False,False
519,4,4,0.9922460221945522,0.9922460221945522,False,False,False
527,3,3,0.9863872345659196,0.9863872345659196,False,False,False
528,5,5,0.7222173519056843,0.7222173519056843,False,False,False
537,4,2,0.999961998258684,2.562725108241672e-05,False,False,True
540,2,2,0.5700593662665192,0.5700593662665192,False,False,False
544,1,1,0.7749490670868533,0.7749490670868533,False,False,False
545,7,7,0.9999904559075891,0.9999904559075891,False,False,False
547,3,3,0.9992222271160746,0.9992222271160746,False,False,False
550,5,4,0.8585775351389137,0.12891094367980752,False,False,True
552,2,5,0.8364964483688964,0.06014329738955293,False,False,True
560,3,3,0.9999726116804841,0.9999726116804841,False,False,False
561,5,5,0.9932388116242996,0.9932388116242996,False,False,False
562,1,1,0.9780308952534643,0.9780308952534643,False,False,False
563,1,5,0.532114748003438,0.32491917230221784,False,False,False
569,6,6,0.6097558320306071,0.6097558320306071,False,False,False
591,5,5,0.9998531592327934,0.9998531592327934,False,False,False
596,3,3,0.9929160844907303,0.9929160844907303,False,False,False
603,4,2,0.7469301139544688,0.13890376011495098,False,False,True
605,1,1,0.986931367966315,0.986931367966315,False,False,False
607,3,3,0.9945439092440942,0.9945439092440942,False,False,False
611,5,5,0.9998643534225802,0.9998643534225802,False,False,False
612,6,6,0.8817047893350672,0.8817047893350672,False,False,False
615,5,5,0.9194123633641661,0.9194123633641661,False,False,False
616,1,2,0.6623450377599008,0.030584630741695013,False,False,True
619,1,1,0.9999983019587088,0.9999983019587088,False,False,False
622,7,7,0.9877823784323064,0.9877823784323064,False,False,False
633,7,7,0.596194285670236,0.596194285670236,False,False,False
635,2,6,0.5990431225073781,0.3489283608698932,False,False,False
636,4,4,0.9999784813628861,0.9999784813628861,False,False,False
640,5,5,0.999950583828738,0.999950583828738,False,False,False
657,7,2,0.5366610340191132,0.19882178263602945,False,False,True
659,6,2,0.9531706700386068,0.037034270761764874,False,False,True
662,4,4,0.9998938635747936,0.9998938635747936,False,False,False
669,1,1,0.9945898625139445,0.9945898625139445,False,False,False
671,5,5,0.9976102594375229,0.9976102594375229,False,False,False
674,4,4,0.9413183496523441,0.9413183496523441,False,False,False
678,4,4,0.9986231888025976,0.9986231888025976,False,False,False
681,5,5,0.9995658602131621,0.9995658602131621,False,False,False
685,7,7,0.9956216964724862,0.9956216964724862,False,False,False
688,6,6,0.9997707128134151,0.9997707128134151,False,False,False
698,7,7,0.9991932130792772,0.9991932130792772,False,False,False
701,6,5,0.8537281944534286,0.03351011647250587,False,False,True
703,1,1,0.9933666168805837,0.9933666168805837,False,False,False
704,1,2,0.6634325132686975,0.3305644783131295,False,False,False
708,5,5,0.6058818248975999,0.6058818248975999,False,False,False
709,1,1,0.9653603370552004,0.9653603370552004,False,False,False
713,2,2,0.5290020859770337,0.5290020859770337,False,False,False
715,6,6,0.9998133258681824,0.9998133258681824,False,False,False
716,2,2,0.697556621340322,0.697556621340322,False,False,False
717,4,4,0.9827423358956714,0.9827423358956714,False,False,False
723,1,1,0.8287223986546857,0.8287223986546857,False,False,False
730,4,1,0.8809708394414049,0.11849310144798403,False,False,True
738,2,2,0.42692359278467096,0.42692359278467096,True,True,False
739,2,2,0.9965726988976972,0.9965726988976972,False,False,False
748,3,3,0.999756025969909,0.999756025969909,False,False,False
756,2,2,0.8332991127128786,0.8332991127128786,False,False,False
760,5,5,0.9989215355630151,0.9989215355630151,False,False,False
776,7,7,0.9997415880996439,0.9997415880996439,False,False,False
786,5,4,0.347030981043497,0.17445511637683003,True,True,True
795,4,4,0.9861309370335998,0.9861309370335998,False,False,False
796,7,7,0.9980504545534705,0.9980504545534705,False,False,False
799,7,7,0.8514409446585063,0.8514409446585063,False,False,False
804,2,5,0.4936531434020682,0.062098111677679195,True,True,True
805,4,4,0.6948818840743426,0.6948818840743426,False,False,False
815,4,4,0.9769701223531738,0.9769701223531738,False,False,False
819,3,3,0.9662288852340178,0.9662288852340178,False,False,False
828,2,1,0.5914348600798991,0.4085620152808274,False,False,False
840,1,2,0.8878321344072395,0.06829656764465042,False,False,True
847,1,2,0.7699890584348087,0.20806470044959122,False,False,False
850,3,5,0.43485709188004706,0.31287091032023495,True,True,False
859,2,2,0.9936020486912983,0.9936020486912983,False,False,False
865,5,2,0.49687653447322844,0.0625920534466854,True,True,True
879,4,4,0.9931091678487468,0.9931091678487468,False,False,False
894,4,4,0.9342732566362804,0.9342732566362804,False,False,False
897,4,2,0.8115552595353398,0.001537473856605688,False,False,True
905,2,2,0.9990632488253761,0.9990632488253761,False,False,False
906,5,5,0.9944712644569251,0.9944712644569251,False,False,False
917,1,1,0.9852856994495788,0.9852856994495788,False,False,False
923,3,3,0.9999816166684957,0.9999816166684957,False,False,False
932,7,2,0.6863242537773625,0.3126838221207643,False,False,False
934,6,5,0.8609845902519646,0.009252921865562735,False,False,True
937,3,3,0.9999990160513677,0.9999990160513677,False,False,False
938,4,4,0.9999740245617572,0.9999740245617572,False,False,False
950,6,1,0.4957021092814599,0.321227162068482,True,True,False
952,5,5,0.9975415095390034,0.9975415095390034,False,False,False
956,4,3,0.5911275121112283,0.0008451832110093036,False,False,True
964,4,4,0.939787729792036,0.939787729792036,False,False,False
965,1,4,0.861068636424358,0.13361863589611386,False,False,True
980,7,7,0.988670895530767,0.988670895530767,False,False,False
981,3,3,0.7122790962309077,0.7122790962309077,False,False,False
984,2,2,0.9884306432710018,0.9884306432710018,False,False,False
992,4,4,0.9995572830983196,0.9995572830983196,False,False,False
995,1,1,0.991425827165445,0.991425827165445,False,False,False
996,2,3,0.9113558212181366,0.0806382983586047,False,False,True
1005,5,5,0.9998144736831707,0.9998144736831707,False,False,False
1008,2,5,0.4838583154218954,0.01241767596511337,True,True,True
1009,2,1,0.9322033459779514,0.02301786708439805,False,False,True
1011,1,2,0.9565333330991201,0.01306372985216784,False,False,True
1015,6,4,0.9701220965262496,0.02811388945511101,False,False,True
1017,4,4,0.923598487124318,0.923598487124318,False,False,False
1024,2,5,0.9280190622272851,0.002048887453172149,False,False,True
1025,1,2,0.9304561716816536,0.0038380684857814997,False,False,True
1026,3,3,0.713072475442273,0.713072475442273,False,False,False
1031,6,6,0.9989525098451975,0.9989525098451975,False,False,False
1034,5,5,0.5138406064051996,0.5138406064051996,False,False,False
1037,3,5,0.7524196298436818,0.1958280695754499,False,False,True
1038,6,2,0.7502656718192485,0.05770150530030484,False,False,True
1040,3,7,0.49315477353784226,0.0002691469725437104,True,True,True
1045,5,5,0.9995889555114281,0.9995889555114281,False,False,False
1046,1,6,0.6735299058970685,0.30827055660592356,False,False,False
1048,2,2,0.9997363662520035,0.9997363662520035,False,False,False
1049,1,1,0.9667759659432665,0.9667759659432665,False,False,False
1052,1,2,0.9466208258216047,0.05060115497356327,False,False,True
1053,4,4,0.9999975300999127,0.9999975300999127,False,False,False
1055,3,3,0.9999999428743994,0.9999999428743994,False,False,False
1059,2,7,0.6218944142387091,0.03659924850168388,False,False,True
1063,7,7,0.9999056071873923,0.9999056071873923,False,False,False
1080,2,7,0.5508142206260317,0.4489438208544237,False,False,False
1081,2,1,0.9911789741413285,5.6380860208010975e-05,False,False,True
1106,1,1,0.9340826005313672,0.9340826005313672,False,False,False
1113,3,6,0.8703476120789051,0.0035756834616706688,False,False,True
1117,3,5,0.9430090990853387,7.119586498706029e-05,False,False,True
1124,3,7,0.890244688478838,0.00029591498965830435,False,False,True
1125,3,3,0.906191375045983,0.906191375045983,False,False,False
1129,3,2,0.6109626471793368,0.05545605941025716,False,False,True
1130,3,1,0.9938911384787752,0.0016326271132107032,False,False,True
1131,5,5,0.9814380207349259,0.9814380207349259,False,False,False
1137,4,4,0.9999462048114865,0.9999462048114865,False,False,False
1139,1,1,0.9945207217441527,0.9945207217441527,False,False,False
1145,7,7,0.9227285257109791,0.9227285257109791,False,False,False
1153,2,2,0.994923240357242,0.994923240357242,False,False,False
1156,1,1,0.9943944321015369,0.9943944321015369,False,False,False
1157,2,2,0.651615583638261,0.651615583638261,False,False,False
1165,5,5,0.9763559639648829,0.9763559639648829,False,False,False
1171,1,1,0.9976414554835448,0.9976414554835448,False,False,False
1172,5,5,0.9780402433635406,0.9780402433635406,False,False,False
1176,1,1,0.5385060872106929,0.5385060872106929,False,False,False
1179,3,1,0.674931168124046,0.13900330291749813,False,False,True
1201,5,3,0.9945701983370647,5.707308791177751e-06,False,False,True
1205,2,2,0.8256662159419903,0.8256662159419903,False,False,False
1206,5,3,0.6519694487323994,0.2537201282484031,False,False,False
1214,3,3,0.9998721153516424,0.9998721153516424,False,False,False
1220,6,6,0.6785608332544396,0.6785608332544396,False,False,False
1227,6,6,0.9196039796661658,0.9196039796661658,False,False,False
1230,1,1,0.9330926721495876,0.9330926721495876,False,False,False
1232,1,1,0.8091524000086381,0.8091524000086381,False,False,False
1236,1,1,0.9999987957506384,0.9999987957506384,False,False,False
1242,7,7,0.9999997842071952,0.9999997842071952,False,False,False
1244,2,3,0.373343119016841,0.0015221471150461763,True,True,True
1247,7,7,0.9992244437245993,0.9992244437245993,False,False,False
1249,4,1,0.7301817783678001,0.092209768956429,False,False,True
1254,1,1,0.9895883259544869,0.9895883259544869,False,False,False
1258,3,3,0.999451369609514,0.999451369609514,False,False,False
1261,2,2,0.6973628699847452,0.6973628699847452,False,False,False
1264,3,5,0.9978446024190958,0.0003819644398160194,False,False,True
1269,2,1,0.8207528690002195,0.08115248252153223,False,False,True
1276,3,3,0.9944324854308895,0.9944324854308895,False,False,False
1279,2,2,0.9813322037369188,0.9813322037369188,False,False,False
1283,2,6,0.9981057092768486,0.0005105283386076866,False,False,True
1284,6,6,0.9738250743086962,0.9738250743086962,False,False,False
1285,4,4,0.9997447460551263,0.9997447460551263,False,False,False
1290,6,1,0.7461364168184412,0.033859221657288247,False,False,True
1291,1,1,0.94660418474869,0.94660418474869,False,False,False
1302,1,2,0.8987390442027349,0.07647609401591551,False,False,True
1303,2,2,0.9999885460193606,0.9999885460193606,False,False,False
1304,7,7,0.9999841049354313,0.9999841049354313,False,False,False
1306,1,1,0.9503650741594436,0.9503650741594436,False,False,False
1307,5,5,0.9999700031841503,0.9999700031841503,False,False,False
1308,1,3,0.6525835278508058,0.30055106133063836,False,False,False
1310,3,3,0.9999946625945462,0.9999946625945462,False,False,False
1317,1,1,0.9999938824863478,0.9999938824863478,False,False,False
1320,2,5,0.9967935473236985,0.00038954409978327135,False,False,True
1329,6,6,0.9952871814083994,0.9952871814083994,False,False,False
1330,2,2,0.9424345095100888,0.9424345095100888,False,False,False
1336,6,6,0.9893177518300941,0.9893177518300941,False,False,False
1339,5,5,0.9993564935549923,0.9993564935549923,False,False,False
1341,3,2,0.6252489600598815,0.09108869655601959,False,False,True
1347,6,6,0.9899839553788632,0.9899839553788632,False,False,False
1348,3,6,0.7328220519363453,0.260681748869137,False,False,False
1357,2,1,0.5660080878922693,0.004582080428703882,False,False,True
1360,7,2,0.7456759872988442,0.20801670924866342,False,False,False
1361,3,3,0.9929324154947202,0.9929324154947202,False,False,False
1369,3,3,0.9999091438310195,0.9999091438310195,False,False,False
1370,4,4,0.6855816082125167,0.6855816082125167,False,False,False
1378,4,2,0.9986025072566979,0.0001368489295706191,False,False,True
1382,2,7,0.5467591983766078,0.07985928223201043,False,False,True
1387,2,2,0.9992454394027327,0.9992454394027327,False,False,False
1392,1,3,0.9912154692615135,1.2108212919782588e-05,False,False,True
1418,7,7,0.9999975612336635,0.9999975612336635,False,False,False
1421,1,1,0.999682884788469,0.999682884788469,False,False,False
1424,1,2,0.7469391183539821,0.19108536326733735,False,False,True
1427,1,1,0.9987201823713785,0.9987201823713785,False,False,False
1431,3,3,0.5143004933623294,0.5143004933623294,False,False,False
1434,4,4,0.808474864168216,0.808474864168216,False,False,False
1438,1,1,0.999950076861291,0.999950076861291,False,False,False
1444,1,3,0.9644878640443568,0.002936661372008867,False,False,True
1449,2,7,0.5994401820635602,0.3935908343213994,False,False,False
1459,1,2,0.9621707649534483,0.037206489416834986,False,False,True
1465,4,2,0.9695661288575518,0.027784021167645244,False,False,True
1484,7,7,0.9998650371019399,0.9998650371019399,False,False,False
1486,4,4,0.9780860019122724,0.9780860019122724,False,False,False
1491,2,2,0.9989294967034633,0.9989294967034633,False,False,False
1492,7,7,0.9061775987367406,0.9061775987367406,False,False,False
1500,5,6,0.9031012637790539,0.009977749018803276,False,False,True
1516,7,7,0.9999776156603497,0.9999776156603497,False,False,False
1523,1,1,0.9426051542979575,0.9426051542979575,False,False,False
1527,3,3,0.9844157091084761,0.9844157091084761,False,False,False
1531,1,1,0.8817218506182676,0.8817218506182676,False,False,False
1537,2,3,0.7474631620904499,0.22637667502895378,False,False,False
1544,3,3,0.9990229423433008,0.9990229423433008,False,False,False
1559,5,5,0.5919474124976098,0.5919474124976098,False,False,False
1560,3,3,0.9564980694414053,0.9564980694414053,False,False,False
1562,2,2,0.9847233277759525,0.9847233277759525,False,False,False
1563,2,5,0.9476653992911308,0.02467134431298913,False,False,True
1575,1,1,0.9665261072574669,0.9665261072574669,False,False,False
1576,6,6,0.9957299932360761,0.9957299932360761,False,False,False
1578,1,1,0.9585752960558718,0.9585752960558718,False,False,False
1585,6,6,0.9999817714731541,0.9999817714731541,False,False,False
1587,2,1,0.9999982754239575,1.2390701135450534e-06,False,False,True
1604,1,1,0.8471902388620598,0.8471902388620598,False,False,False
1605,3,6,0.939770577388106,0.002558915926545366,False,False,True
1613,5,2,0.9818205530256617,0.006975739421301741,False,False,True
1614,2,2,0.8069365013926242,0.8069365013926242,False,False,False
1628,7,7,0.9995192643019193,0.9995192643019193,False,False,False
1630,6,6,0.7073771373706602,0.7073771373706602,False,False,False
1635,4,4,0.9964078279686258,0.9964078279686258,False,False,False
1656,6,6,0.9976922171520699,0.9976922171520699,False,False,False
1662,4,6,0.8257946065538855,0.06613139391918589,False,False,True
1669,5,5,0.9971471945143154,0.9971471945143154,False,False,False
1676,3,3,0.9851053268141291,0.9851053268141291,False,False,False
1684,7,7,0.9979535289042664,0.9979535289042664,False,False,False
1695,7,7,0.9977285342748003,0.9977285342748003,False,False,False
1696,5,5,0.9985533110547656,0.9985533110547656,False,False,False
1701,1,3,0.48698225539194256,0.1459797137507985,True,True,True
1705,1,2,0.9751425773012068,0.020904616886742125,False,False,True
1708,5,5,0.9784668177588649,0.9784668177588649,False,False,False
1709,7,7,0.999974330843039,0.999974330843039,False,False,False
1712,5,5,0.9944451978088772,0.9944451978088772,False,False,False
4,2,3,0.5151419776605399,0.4584244475267798,False,False,False
10,2,2,0.9997550821213627,0.9997550821213627,False,False,False
12,1,1,0.9887270049756297,0.9887270049756297,False,False,False
16,3,5,0.8231779125345605,0.0937296274802394,False,False,True
17,3,3,0.7853633325765886,0.7853633325765886,False,False,False
22,1,1,0.987741737929596,0.987741737929596,False,False,False
26,1,2,0.8943640967435047,0.00014615930114549215,False,False,True
29,4,4,0.9996519063479615,0.9996519063479615,False,False,False
32,3,6,0.7753001351676929,0.05232908853974123,False,False,True
37,5,6,0.7819642092947304,0.20950934896377685,False,False,False
45,1,2,0.8314219012101288,0.0064846417789859966,False,False,True
47,2,2,0.9934138393845979,0.9934138393845979,False,False,False
52,4,4,0.980203957795801,0.980203957795801,False,False,False
55,5,5,0.9992437227954761,0.9992437227954761,False,False,False
58,3,1,0.9494745174160238,0.04405206511226424,False,False,True
66,3,3,0.849879763716806,0.849879763716806,False,False,False
68,1,1,0.7005027128852948,0.7005027128852948,False,False,False
74,3,3,0.9941681198549147,0.9941681198549147,False,False,False
77,7,7,0.9996153683274139,0.9996153683274139,False,False,False
78,2,1,0.9914912612513964,0.0015277331041960095,False,False,True
81,3,3,0.9056955550527714,0.9056955550527714,False,False,False
82,3,3,0.9979188020417921,0.9979188020417921,False,False,False
93,3,4,0.9658568102596131,0.033984623267269705,False,False,True
102,7,7,0.9958251659799606,0.9958251659799606,False,False,False
106,3,3,0.5612876755313466,0.5612876755313466,False,False,False
120,1,5,0.7247727720172157,0.013643714133200103,False,False,True
122,4,6,0.9349422727922662,0.013711236036985985,False,False,True
137,5,5,0.8225442694707364,0.8225442694707364,False,False,False
138,1,1,0.9516771896069688,0.9516771896069688,False,False,False
147,2,2,0.927854545006872,0.927854545006872,False,False,False
152,2,2,0.9473707784038192,0.9473707784038192,False,False,False
157,4,4,0.9156828155068731,0.9156828155068731,False,False,False
159,6,6,0.6484766179140028,0.6484766179140028,False,False,False
161,6,6,0.9997776904049163,0.9997776904049163,False,False,False
171,7,7,0.974250501747379,0.974250501747379,False,False,False
174,3,3,0.9999700107971783,0.9999700107971783,False,False,False
180,7,2,0.6197445838075654,0.3717650160974802,False,False,False
181,7,7,0.999992471790866,0.999992471790866,False,False,False
182,2,3,0.7428077080817568,0.07627807903523931,False,False,True
184,4,4,0.9647061369014679,0.9647061369014679,False,False,False
188,6,4,0.9285417002298271,0.004831942383391345,False,False,True
192,4,2,0.6611850668334732,0.2872632653185856,False,False,False
193,6,6,0.9999737429082443,0.9999737429082443,False,False,False
200,1,1,0.9991821504574826,0.9991821504574826,False,False,False
203,2,1,0.7179179551784082,0.12154523391417889,False,False,True
207,4,4,0.9876481624932661,0.9876481624932661,False,False,False
209,3,3,0.9999729770421978,0.9999729770421978,False,False,False
211,1,2,0.9682981897006991,8.510761665480483e-06,False,False,True
215,2,3,0.5257624198398293,0.09844883219503754,False,False,True
225,3,3,0.3920256943450962,0.3920256943450962,True,True,False
230,6,6,0.9999471485358812,0.9999471485358812,False,False,False
232,4,5,0.9582124569721442,0.038291857340579986,False,False,True
238,7,7,0.7425383384668249,0.7425383384668249,False,False,False
241,2,2,0.9935471761316408,0.9935471761316408,False,False,False
242,3,3,0.9996324833810122,0.9996324833810122,False,False,False
257,5,3,0.4980201044370189,0.07875946681314924,True,True,True
258,6,6,0.99702126117,0.99702126117,False,False,False
270,6,3,0.8381430200374741,0.03499612146355228,False,False,True
271,1,1,0.9980284256026714,0.9980284256026714,False,False,False
281,1,1,0.9988913174577316,0.9988913174577316,False,False,False
282,6,6,0.9960250091586345,0.9960250091586345,False,False,False
284,7,7,0.999690352475376,0.999690352475376,False,False,False
291,2,2,0.9963807010111481,0.9963807010111481,False,False,False
301,3,3,0.9999063280205917,0.9999063280205917,False,False,False
306,3,3,0.5720103087150658,0.5720103087150658,False,False,False
308,2,2,0.9979210346270287,0.9979210346270287,False,False,False
310,1,5,0.6192613300170184,0.0003405674140343868,False,False,True
311,5,2,0.5714162883623403,0.06892332317186015,False,False,True
327,1,1,0.8923833326614374,0.8923833326614374,False,False,False
335,1,2,0.8305384063750791,0.054530489411013586,False,False,True
341,7,7,0.5898837879134562,0.5898837879134562,False,False,False
344,1,1,0.9680473575001164,0.9680473575001164,False,False,False
346,1,1,0.9573442572760976,0.9573442572760976,False,False,False
352,2,2,0.942346048639635,0.942346048639635,False,False,False
358,5,5,0.9995290340086178,0.9995290340086178,False,False,False
362,6,6,0.995787525382748,0.995787525382748,False,False,False
366,5,5,0.9999726708596635,0.9999726708596635,False,False,False
374,1,2,0.9890055427652809,0.008568127087381147,False,False,True
375,5,5,0.7360101795557314,0.7360101795557314,False,False,False
377,1,1,0.9962310926472002,0.9962310926472002,False,False,False
386,2,6,0.6122138423978664,0.006016859057538072,False,False,True
387,3,3,0.999945675527299,0.999945675527299,False,False,False
394,2,5,0.7471677792047697,0.1912281973396035,False,False,True
400,5,4,0.8809103815326695,0.1129033876640335,False,False,True
407,4,2,0.6138813532712788,0.19560190856829177,False,False,True
414,1,3,0.9842599432702612,0.010008370583225283,False,False,True
416,7,7,0.9858264353016211,0.9858264353016211,False,False,False
417,7,7,0.9947510231872878,0.9947510231872878,False,False,False
418,7,3,0.9910155019964563,0.0033754948344548873,False,False,True
420,3,3,0.7620308101796892,0.7620308101796892,False,False,False
425,1,1,0.9971520218339903,0.9971520218339903,False,False,False
431,5,5,0.9918639120623677,0.9918639120623677,False,False,False
433,6,2,0.5272440696203939,0.00637475763303145,False,False,True
442,7,4,0.9739447222754644,0.01883904801170854,False,False,True
447,1,2,0.6022156202367291,0.39778115184745244,False,False,False
457,5,5,0.9908586126204435,0.9908586126204435,False,False,False
460,3,3,0.937437152942601,0.937437152942601,False,False,False
466,1,1,0.9925078658581844,0.9925078658581844,False,False,False
469,1,6,0.9875203096212374,0.00966406528015095,False,False,True
485,1,1,0.9999554223932868,0.9999554223932868,False,False,False
491,6,4,0.8836269421619014,0.0407677807142592,False,False,True
492,2,1,0.9994854704537907,7.379994313605544e-05,False,False,True
511,3,3,0.9833955585461652,0.9833955585461652,False,False,False
531,7,7,0.7812252189950128,0.7812252189950128,False,False,False
532,7,7,0.9991905342113323,0.9991905342113323,False,False,False
535,6,6,0.9238174407594653,0.9238174407594653,False,False,False
541,1,1,0.9977455997879663,0.9977455997879663,False,False,False
549,1,2,0.9053708817421249,0.08439649979871863,False,False,True
556,7,7,0.9999741695768941,0.9999741695768941,False,False,False
558,1,1,0.9996953512822204,0.9996953512822204,False,False,False
564,5,5,0.9972207387243763,0.9972207387243763,False,False,False
573,2,2,0.944359706210323,0.944359706210323,False,False,False
578,4,4,0.9694438215071588,0.9694438215071588,False,False,False
579,7,7,0.9998957388614377,0.9998957388614377,False,False,False
581,4,4,0.9990499147608499,0.9990499147608499,False,False,False
594,7,7,0.9838985027929309,0.9838985027929309,False,False,False
598,3,3,0.9708474277549062,0.9708474277549062,False,False,False
601,3,3,0.7852219082646985,0.7852219082646985,False,False,False
